id,original_title,release_date,overview,popularity,vote_average,vote_count
1957,Enough,2002-05-21,"Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",5.1694,6.658,1196
1364,Lucía y el sexo,2001-08-24,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.",2.853,6.657,590
722149,Luther: The Fallen Sun,2023-02-24,"A gruesome serial killer is terrorizing London while brilliant but disgraced detective John Luther sits behind bars. Haunted by his failure to capture the cyber psychopath who now taunts him, Luther decides to break out of prison to finish the job by any means necessary.",4.3193,6.656,1013
337674,Elle,2016-05-25,"When Michèle, the CEO of a gaming software company, is attacked in her home by an unknown assailant, she refuses to let it alter her precisely ordered life. She manages crises involving family, all the while becoming engaged in a game of cat and mouse with her stalker.",2.5663,6.656,1927
27585,Rabbit Hole,2010-12-16,Life for a happy couple is turned upside down after their young son dies in an accident.,2.3607,6.7,621
25389,Matinee,1993-01-29,"A showman introduces a small coastal town to a unique movie experience and capitalizes on the Cuban Missile crisis hysteria with a kitschy horror extravaganza combining film effects, stage props and actors in rubber suits in this salute to the B-movie.",4.0592,6.656,302
10873,Shadow of the Vampire,2000-08-30,"Director F.W. Murnau makes a Faustian pact with a vampire to get him to star in his 1922 film ""Nosferatu.""",2.5538,6.656,633
5680,Elvira: Mistress of the Dark,1988-09-30,"Arriving in the small town of Fallwell, Massachusetts to claim her inheritance, horror hostess Elvira receives a less than enthusiastic reception from the conservative locals -- amongst them, her sinister uncle Vincent, who, unbeknownst to her, is an evil warlock.",2.9939,6.7,567
615667,Ma Rainey's Black Bottom,2020-11-25,Tensions rise when the trailblazing Mother of the Blues and her band gather at a Chicago recording studio in 1927. Adapted from August Wilson's play.,1.8605,6.655,1210
52274,Los Ojos de Julia,2010-08-16,"Julia, a woman suffering from a degenerative sight disease, finds her blind sister Sara hung in a basement. Despite all signs pointing to suicide, Julia decides to investigate what she intuitively feels is a murder case.",3.8789,6.655,820
862968,Pain Hustlers,2023-10-20,"After losing her job, a single mom falls into a lucrative but ultimately dangerous scheme selling prescription drugs.",2.7374,6.654,706
823482,Dream Scenario,2023-11-10,"Hapless family man Paul Matthews finds his life turned upside down when millions of strangers suddenly start seeing him in their dreams. But when his nighttime appearances take a nightmarish turn, Paul is forced to navigate his newfound stardom.",3.4888,6.654,1137
575428,南方车站的聚会,2019-12-06,"A gangster ends up making a mistake that causes every gun on both sides of the law to point at him. While on the run, he comes across a mysterious woman who might get him out of trouble or make things worse.",3.3967,6.654,353
23439,House of Usher,1960-07-20,"Convinced that his family’s blood is tainted by generations of evil, Roderick Usher is hell-bent on destroying his sister Madeline’s wedding to prevent the cursed Usher bloodline from extending any further. When her fiancé, Philip Winthrop, arrives at the crumbling family estate to claim his bride, Roderick goes to ruthless lengths to keep them apart.",1.493,6.654,342
13291,Traitor,2008-08-23,"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer Samir Horn.",3.9047,6.654,666
12609,"Hjælp, jeg er en fisk",2000-10-06,"Three children are accidentally transformed into fish after consuming a potion made by an eccentric scientist. The kids end up in the sea, with one problem: they must find and drink the antidote within 48 hours, or forever remain as fish.",2.0424,6.654,435
11654,The Hunger,1983-04-29,"Five-thousand-year-old vampire Miriam promises her lovers the gift of eternal life. When John, her cellist companion for centuries, discovers that he has suddenly begun growing old, he attempts to seek out the help of Dr. Sarah Roberts, a researcher on the mechanisms of aging.",1.9879,6.654,616
11340,Banana Joe,1982-03-24,"Island farmer Banana Joe helps the local community by trading his bananas for goods. When gangsters arrive with plans to construct a banana processing plant, Joe kicks them out, but the mob boss discovers that Joe is operating without a license. After the mob tips off the authorities and Joe's boat is impounded, he ventures into a big city for the first time to seek help.",3.4953,6.7,471
10719,Elf,2003-11-07,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.",4.8973,6.654,4278
10364,Catch-22,1970-06-24,A WWII military pilot makes a valiant effort to be certified insane in order to be excused from flying missions. But there's a catch.,2.4853,6.654,322
8961,Bad Boys II,2003-07-18,"Detectives Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force are tasked with stopping the flow of the drug Ecstasy into Miami. They track the drugs to the whacked-out Cuban drug lord Johnny Tapia, who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two detectives when Marcus discovers that playboy Mike is secretly romancing Marcus’ sister, Syd.",8.1155,6.654,5719
881164,Boston Strangler,2023-03-16,"Reporters Loretta McLaughlin and Jean Cole bravely pursue the story of the Boston Strangler at great personal risk, putting their own lives on the line in their quest to uncover the truth.",5.2496,6.653,777
839321,Powrót,2008-01-01,"Polish animator Anna Błaszczyk’s humorous short—a collage of drawing, cut-out, and computer animation—was inspired by Stanisław Lem’s 1961 novel Return from the Stars, a time-paradox tale of an astronaut who returns to Earth after many years away.",0.2927,6.7,582
360638,L'Étudiante et Monsieur Henri,2015-10-07,"Because of his wavering health, Monsieur Henri can no longer live alone in his Paris appartment.  Particularly grumpy, he ends up nonetheless accepting his son Paul's suggestion that he let one of his rooms out to a young female student.  Far from falling for her charms, Henri uses her to orchestrate utter family chaos...",3.3475,6.653,382
87492,Foxcatcher,2014-11-14,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,3.1054,6.653,2386
11566,Dave,1993-05-07,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,2.7532,6.653,793
11541,The Year of Living Dangerously,1982-12-17,A young Australian reporter tries to navigate the political turmoil of Indonesia during the rule of President Sukarno with the help of a diminutive photographer.,2.9228,6.653,340
9585,Not Without My Daughter,1991-01-11,"An American woman, trapped in Islamic Iran by her brutish husband, must find a way to escape with her daughter as well.",6.9554,6.653,313
97,Tron,1982-07-09,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...And becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.",26.2411,6.653,2493
802219,Bob Marley: One Love,2024-02-14,Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.,3.6581,6.652,886
635731,Pig,2021-07-16,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,3.1035,6.652,1595
589524,Il campione,2019-04-18,"Christian is an extremely talented as well as unpredictable football player. After his latest screw-up, the president of his team decides to assign him a personal tutor, to help him in controlling his temper. Valerio is a shy and solitary professor, the exact opposite of the champion. Sparks will fly between the two at first, but soon their relationship will change both for the better.",0.6644,6.7,392
542830,Nous finirons ensemble,2019-05-01,"The result of the small handkerchiefs ""Petits mouchoirs"", 7 years later. The band, which erupted, is found on the occasion of the anniversary surprise organized for Max.",2.352,6.652,714
236737,Ocho apellidos vascos,2014-03-14,"Rafael, a Seville citizen who has never left the Spanish region of Andalucia, decides to leave his homeland to follow Amaia, a Basque girl unlike other women he has known.",1.9622,6.652,654
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",11.7739,6.652,12429
65291,Green Lantern: Emerald Knights,2011-04-09,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.",2.5379,6.652,529
9613,Spider,2002-11-06,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",2.6814,6.652,896
6522,Life,1999-04-16,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,4.6343,6.7,831
290512,The Mountain Between Us,2017-10-05,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",2.6467,6.651,2466
50544,Friends with Benefits,2011-07-21,Dylan is done with relationships. Jamie decides to stop buying into the Hollywood clichés of true love. When the two become friends they decide to try something new and take advantage of their mutual attraction - but without any emotional attachment.,6.7809,6.651,8166
19458,Princess Protection Program,2009-06-08,"When her nation is invaded, a young princess is taken into the Princess Protection Program. She is relocated to Louisiana, where she stays with a covert agent and his tomboyish daughter, and must learn how to behave like an ordinary teenager.",5.0251,6.7,1725
7457,Alpha Dog,2006-01-27,"Johnny Truelove likes to see himself as tough. He's the son of an underworld figure and a drug dealer. Johnny also likes to get tough when things don't go his way. When Jake Mazursky fails to pay up for Johnny, things get worse for the Mazursky family, as Johnny and his 'gang' kidnap Jake's 15 year old brother and holds him hostage. Problem now is what to do with 'stolen boy?'",3.2039,6.7,1434
494974,Red Joan,2018-09-13,"London, England, May 2000. The peaceful life of elderly Joan Stanley is suddenly disrupted when she is arrested by the British Intelligence Service and accused of providing information to communist Russia during the forties.",1.9807,6.65,383
152747,All Is Lost,2013-08-23,"During a solo voyage in the Indian Ocean, a veteran mariner awakes to find his vessel taking on water after a collision with a stray shipping container. With his radio and navigation equipment disabled, he sails unknowingly into a violent storm and barely escapes with his life. With any luck, the ocean currents may carry him into a shipping lane -- but, with supplies dwindling and the sharks circling, the sailor is forced to face his own mortality.",2.0093,6.65,1678
10629,Veronica Guerin,2003-07-11,"In this true story, Veronica Guerin is an investigative reporter for an Irish newspaper. As the drug trade begins to bleed into the mainstream, Guerin decides to take on and expose those responsible. Beginning at the bottom with addicts, Guerin then gets in touch with John Traynor, a paranoid informant. Not without some prodding, Traynor leads her to John Gilligan, the ruthless head of the operation, who does not take kindly to Guerin's nosing.",1.7912,6.7,321
9331,Clear and Present Danger,1994-08-03,"Agent Jack Ryan becomes acting Deputy Director of Intelligence for the CIA when Admiral Greer is diagnosed with cancer. When an American businessman, and friend of the president, is murdered on his yacht, Ryan starts discovering links between the man and drug dealers. As former CIA agent John Clark is sent to Colombia to kill drug cartel kingpins in retaliation, Ryan must fight through multiple cover-ups to figure out what happened and who's responsible.",3.082,6.65,1587
6415,Three Kings,1999-09-27,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",3.0669,6.65,2166
6072,One Eight Seven,1997-07-29,"After surviving a stabbing by a student, teacher Trevor Garfield moves from New York to Los Angeles. There, he resumes teaching as a substitute teacher. The education system, where violent bullies control the classrooms and the administration is afraid of lawsuits, slowly drives Garfield mad.",4.2447,6.65,596
1826,Les Poupées russes,2005-06-15,"Five years after their summer together in Barcelona, Xavier, William, Wendy, Martine and Isabelle reunite.",4.7462,6.65,704
1369,Rambo: First Blood Part II,1985-05-21,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,7.1121,6.649,4123
1233069,Exterritorial,2025-04-29,"When her son vanishes inside a US consulate, ex-special forces soldier Sara does everything in her power to find him — and uncovers a dark conspiracy.",12.1237,6.649,555
241848,The Guest,2014-09-05,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",3.5315,6.649,2043
16418,Barbie Presents: Thumbelina,2009-02-24,"Meet a tiny girl named Thumbelina who lives in harmony with nature in the magical world of the Twillerbees that's hidden among the wildflowers. At the whim of a spoiled young girl named Makena, Thumbelina and her two friends have their patch of wildflowers uprooted and are transported to a lavish apartment in the city.",3.283,6.649,499
13820,Repo Man,1984-03-02,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",1.0328,6.649,641
10010,Brother Bear 2,2006-08-17,"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.",5.9523,6.649,1527
1948,Crank,2006-08-31,"Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote.",5.52,6.648,3999
1576,Resident Evil,2002-03-15,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak.",4.6274,6.65,6660
66,Absolute Power,1997-02-14,"A master thief coincidentally is robbing a house where a murder—in which the President of the United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.",2.7636,6.649,1153
817648,Home Team,2022-01-28,"Two years after a Super Bowl win when NFL head coach Sean Payton is suspended, he goes back to his hometown and finds himself reconnecting with his 12-year-old son by coaching his Pop Warner football team.",2.4652,6.648,760
529485,The Way Back,2020-03-05,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",3.1221,6.648,1275
72432,Puncture,2011-09-23,A lawyer who is a drug addict fights a medical-supplies corporation in court while battling his personal demons.,2.2098,6.648,410
2110,Wasabi,2001-10-31,"Hubert is a French policeman with very sharp methods. After being forced to take 2 months off by his boss, who doesn't share his view on working methods, he goes back to Japan, where he used to work 19 years ago, to settle the probate of his girlfriend who left him shortly after marriage without a trace.",3.3753,6.6,1354
474331,Au poste !,2018-07-04,"Louis just found the corpse of a man in front of his apartment building. Taken in for custody by Captain Buron, he finds himself on the wrong end of a surreal interrogation. But how can you prove you are innocent when the cops are crazy?",0.964,6.6,626
75780,Jack Reacher,2012-12-20,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",9.434,6.647,7329
9357,One Hour Photo,2002-08-21,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",2.3047,6.647,1797
1016121,Beautiful Disaster,2023-04-04,College freshman Abby tries to distance herself from her dark past while resisting her attraction to bad boy Travis.,5.5225,6.646,857
763285,Ambulance,2022-03-16,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",3.1361,6.646,2280
535167,流浪地球,2019-02-05,"When the Sun begins to expand in such a way that it will inevitably engulf and destroy the Earth in a hundred years, united mankind finds a way to avoid extinction by propelling the planet out of the Solar System using gigantic engines, moving it to a new home located four light years away, an epic journey that will last thousands of years.",5.1818,6.647,1063
511817,Wendell & Wild,2022-10-21,Two demon brothers enlist the aid of Kat Elliot — a tough teen with a load of guilt — to summon them to the Land of the Living. But what Kat demands in return leads to a brilliantly bizarre and comedic adventure like no other.,3.0533,6.6,355
22794,Cloudy with a Chance of Meatballs,2009-09-17,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",7.9558,6.646,6224
16340,Rugrats in Paris: The Movie,2000-11-17,"A group of rambunctious toddlers travel a trip to Paris. As they journey from the Eiffel Tower to Notre Dame, they learn new lessons about trust, loyalty and love.",3.1181,6.6,470
13768,Tuck Everlasting,2002-10-11,"Teenager Winnie Foster is growing up in a small rural town in 1914 with her loving but overprotective parents, but Winnie longs for a life of greater freedom and adventure.",3.6141,6.6,480
6964,Something's Gotta Give,2003-12-12,"When perpetually single, aging music industry exec Harry Sanborn, and his latest trophy girlfriend, Marin, arrive at her mother's beach house in the Hamptons, they find that her mother, playwright Erica Barry, also plans to stay for the weekend. Erica is scandalized by the relationship and Harry's sexist ways. But when Harry has a heart attack while there, and the doctor prescribes bedrest, his only option is to stay at the Barry home. Left in the care of Erica and his doctor, a love triangle starts to take shape.",2.504,6.646,1670
803104,Sex Appeal,2022-01-14,"Avery, a teenager with a tendency towards perfectionism, enlists her friend Larson to help her prepare for her first time with her long-distance boyfriend.",3.1101,6.6,300
599845,L'Immortale,2019-12-05,"After reuniting with his first mentor Bruno and receiving his latest mission, an exiled Ciro is left to fearlessly confront whatever comes his way, navigating a new chapter of gang warfare while grappling with devastating memories of loss and trauma. Weaving between his past as an orphan in Naples' cruel underworld and present as a hardened, cunning assassin with nothing left to lose, Ciro is plunged into the cold, dark depths of a world where immortality is just another form of damnation.",2.2245,6.645,487
287590,聖闘士星矢 LEGEND of SANCTUARY,2014-06-21,"Mitsumasa Kido discovers a misterious baby in the himalayas whom he adopts as his grandaughter. 16 years later, Saori Kido is a young girl troubled by her mysterious powers. She is saved by Seiya from an assassin sent to kill her. Saori then learns she is the reincarnation of the Goddess Athena with Seiya being one of her Saints sworn to protect her. Upon learning of her destiny, she heads to the Sanctuary to rebel against the Pope's murderous plot.",4.1923,6.6,705
9283,Beautiful Girls,1996-02-09,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",2.0728,6.641,377
7859,Half Nelson,2006-08-11,"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.",2.5986,6.6,904
3179,Beavis and Butt-Head Do America,1996-12-20,"Slacker duo Beavis and Butt-Head wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America, during which they manage to accidentally become America's most wanted.",2.4277,6.645,735
604685,Den of Thieves 2: Pantera,2025-01-08,"Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous and unpredictable world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.",8.8936,6.644,641
433252,Our Souls at Night,2017-09-29,"Addie Moore and Louis Waters, a widow and widower, have lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbour.",3.5279,6.644,451
417466,Monos,2019-08-15,"On a faraway mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.",1.6678,6.645,417
39538,Contagion,2011-09-08,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",4.213,6.644,6301
11135,The Rescuers Down Under,1990-11-16,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",0.9299,6.644,1342
2897,Around the World in Eighty Days,1956-10-17,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.",3.3745,6.644,540
618162,The Harder They Fall,2021-10-22,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",2.9196,6.644,1135
244539,Infinitely Polar Bear,2014-01-18,"A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",1.7085,6.643,382
27324,回路,2001-02-03,"In the immense city of Tokyo, the darkness of the afterlife lures some of its inhabitants who are desperately trying to escape the sadness and isolation of the modern world.",4.9352,6.644,597
2621,Return to Me,2000-04-07,"It took a lot of cajoling to get Bob, a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress. Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",3.3289,6.643,454
2059,National Treasure,2004-11-19,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",5.2161,6.644,6587
720755,The Kid Detective,2020-10-16,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",3.496,6.6,443
330764,Le Tout Nouveau Testament,2015-09-02,"God lives in Brussels. On Earth though, God is a coward, morally pathetic and odious to his family. His daughter, Ea, is bored at home and can't stand being locked up in a small apartment in ordinary Brussels, until the day she decides to revolt against her dad...",4.3742,6.642,1704
267999,Fehér Isten,2014-06-12,"13 year old Lili fights to protect her dog Hagen, and is devastated when her father sets Hagen free on the streets. Still innocently believing love can conquer any difficulty, Lili sets out to save her dog. Failing in his desperate efforts to find his beloved owner, Hagen joins a canine revolt leading a revolution against their human abusers.",1.6774,6.642,352
10158,White Men Can't Jump,1992-03-27,"Two street basketball hustlers try to con each other, then team up for a bigger score.",4.1384,6.642,1426
9313,The Man in the Iron Mask,1998-03-12,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",6.0516,6.642,3975
401200,Kursk,2018-11-07,"Barents Sea, August 12th, 2000. During a Russian naval exercise, and after suffering a serious accident, the K-141 Kursk submarine sinks with 118 crew members on board. While the few sailors who are still alive barely manage to survive, their families push for accurate information and a British officer struggles to obtain from the Russian government a permit to attempt a rescue before it is late. But general incompetence are against all their efforts.",2.1725,6.641,660
180894,Ninja: Shadow of a Tear,2013-12-27,"Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.",3.7844,6.641,400
177699,Alan Partridge: Alpha Papa,2013-07-24,"When famous DJ Alan Partridge’s radio station is taken over by a new media conglomerate, it sets in motion a chain of events which see Alan having to work with the police to defuse a potentially violent siege.",0.9951,6.641,471
6639,Love in the Time of Cholera,2007-10-04,"In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader.",2.8035,6.641,391
2605,Short Circuit,1986-05-09,"After a lightning bolt zaps a robot named Number 5, the lovable machine starts to think he's human and escapes the lab. Hot on his trail is his designer, Newton, who hopes to get to Number 5 before the military does. In the meantime, a spunky animal lover mistakes the robot for an alien and takes him in, teaching her new guest about life on Earth.",5.8405,6.641,1552
733668,Return,,"Eyüp decides to cross mount Ararat looking for his aunt in Yerevan after following a madman's words. His aunt has also been expecting someone to come from behind this mount for many years. Eyüp cannot be sure about the woman he finds behind the blue door, whether it is his aunt or not because they can't understand each other.",0.1943,6.6,422
315872,Mia madre,2015-04-16,"Margherita, a director in the middle of an existential crisis, has to deal with the inevitable and still unacceptable loss of her mother.",3.3408,6.6,365
22970,The Cabin in the Woods,2012-04-12,A group of teens journey to a remote cabin in the woods where their fate is unknowingly controlled by technicians as part of a worldwide conspiracy where all horror movie clichés are revealed to be part of an elaborate sacrifice ritual.,7.569,6.64,8204
11455,Up in Smoke,1978-05-16,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",3.53,6.64,601
10189,Pineapple Express,2008-08-06,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,4.0276,6.64,4001
244772,The Skeleton Twins,2014-06-05,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",3.8183,6.639,666
162215,How I Live Now,2013-09-10,"An American girl, sent to the English countryside to stay with relatives, finds love and purpose while fighting for her survival as war envelops the world around her.",3.7797,6.6,908
15356,The Girl Next Door,2007-07-19,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",2.6331,6.639,743
13531,Empire Records,1995-09-22,The employees of an independent music store learn about each other as they try to stop the store from being absorbed by a large chain.,2.5344,6.639,751
523773,Little Italy,2018-08-24,Former childhood pals Leo and Nikki are attracted to each other as adults—but will their feuding parents' rival pizzerias put a chill on their sizzling romance?,2.3199,6.638,687
513576,Always Be My Maybe,2019-05-31,"Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction, but struggle to adapt to each other's worlds.",5.8263,6.638,1366
498402,Aline,2021-11-10,"A fictionalized biopic of Aline Dieu, a multitalented singer from a musically inclined family.",2.0575,6.638,380
464446,Return,2015-07-04,"A young man returns home for the weekend to discover the difficulty of juggling friends, parents, magic mushrooms and several thousand chickens.",0.3795,6.6,629
338953,Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",10.8497,6.638,4848
49521,Man of Steel,2013-06-12,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",11.6369,6.637,15702
597891,Kate,2021-09-10,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,3.0016,6.637,1605
