Age,IQ,CGPA,Years_of_Experience,Package_LPA
42,123,9.89,8,32.85
45,115,6.69,10,32.2
37,81,9.25,1,18.34
32,107,9.36,8,31.56
36,119,5.42,8,26.65
57,142,7.38,11,35.01
36,142,7.9,0,14.8
37,96,5.72,11,32.28
51,117,7.06,4,21.1
35,115,7.27,3,18.87
33,111,6.39,12,35.42
47,133,5.45,6,22.8
41,138,6.74,5,21.95
22,104,8.06,11,35.38
28,156,6.86,13,39.1
27,93,6.18,8,26.24
30,123,5.99,10,30.68
24,104,7.04,0,12.05
56,114,9.84,3,22.24
55,158,8.15,13,41.76
23,158,5.53,3,15.94
38,126,5.69,1,11.94
44,126,7.98,12,37.75
52,96,6.24,7,25.27
54,102,9.16,4,24.34
22,96,5.35,1,11.25
22,108,6.18,10,30.99
30,81,8.17,12,38.01
43,90,8.28,13,40.35
35,95,8.57,8,30.26
32,130,9.33,6,28.71
37,100,9.84,2,20.26
38,100,6.0,4,18.95
34,85,6.29,9,28.88
37,125,6.97,10,31.9
35,102,6.91,12,35.8
32,137,6.77,8,28.48
36,136,5.31,9,29.27
52,140,9.31,4,24.56
43,118,8.32,8,30.71
58,124,8.94,13,41.28
54,108,10.0,2,22.36
54,110,7.45,13,39.08
36,81,5.67,11,32.55
54,116,9.17,10,35.67
27,123,8.71,7,28.83
53,158,8.84,6,27.6
24,149,5.81,3,16.26
27,142,8.77,10,35.53
38,154,7.96,0,14.89
24,132,5.25,1,10.77
31,155,6.46,11,34.49
40,82,6.1,10,31.66
31,98,6.46,10,30.42
35,124,6.0,6,21.87
37,140,6.99,5,22.72
54,134,6.09,2,15.12
32,150,6.98,9,31.13
48,155,5.08,13,36.45
55,108,8.68,2,19.65
28,127,6.74,12,36.09
47,151,6.44,14,39.99
42,142,9.29,4,24.18
44,100,8.74,11,36.5
22,136,9.32,10,36.38
51,92,9.36,5,26.26
42,106,8.65,3,20.99
21,147,5.29,5,19.52
34,143,5.48,14,38.67
45,88,5.37,14,38.1
56,153,6.24,11,34.15
56,154,9.32,9,34.22
23,86,5.19,11,31.6
25,90,5.28,2,12.94
21,107,5.59,2,13.92
39,151,7.89,14,41.41
53,106,6.6,8,28.64
50,101,9.7,6,28.86
32,121,5.68,11,31.46
30,111,9.02,9,32.51
54,93,8.22,10,34.21
36,105,8.27,3,20.36
49,134,6.76,10,31.88
35,154,5.02,13,35.75
31,150,6.83,2,16.7
54,134,8.01,9,33.12
56,124,8.69,6,27.88
50,109,7.77,7,27.55
55,145,9.91,8,33.23
29,105,7.93,5,22.89
38,80,5.42,6,21.96
39,103,9.28,4,23.51
59,134,8.26,9,32.72
24,144,7.59,9,31.89
26,104,8.9,2,19.05
53,121,8.45,0,14.67
52,123,9.74,8,32.1
36,148,7.32,12,37.29
31,91,8.55,0,13.69
42,87,7.3,11,34.04
56,142,6.39,4,20.09
43,157,6.6,12,36.58
46,99,7.96,12,37.73
51,119,5.9,14,39.15
49,152,7.53,9,32.48
25,84,8.47,5,23.99
58,80,7.68,5,23.44
45,90,7.81,14,41.7
54,83,6.06,12,35.87
32,117,8.29,0,14.84
42,96,7.99,3,20.17
29,147,7.67,8,28.96
40,111,8.48,5,25.13
49,84,8.5,9,32.48
49,101,8.46,6,26.97
47,157,5.7,4,19.89
37,146,7.94,0,14.24
25,90,8.49,12,38.0
33,104,8.04,9,31.69
35,121,5.96,3,17.1
35,114,5.12,7,23.0
38,158,8.04,9,32.54
22,138,6.1,0,11.46
43,127,9.14,1,16.66
33,82,9.68,0,15.8
24,103,9.19,2,19.49
45,148,5.85,5,21.22
31,112,9.09,0,15.08
32,149,5.89,13,36.89
33,126,6.49,4,19.84
29,132,9.14,14,43.39
58,124,5.73,10,31.41
26,150,5.94,3,17.18
30,136,9.23,4,24.52
43,149,9.94,0,17.17
35,119,8.18,10,34.26
43,82,8.09,4,22.26
57,128,7.7,11,35.99
54,93,6.22,1,13.26
36,99,5.19,6,21.88
52,157,7.25,7,28.39
58,145,9.23,0,17.06
25,104,9.44,2,20.59
37,83,7.53,9,31.2
42,120,9.7,1,18.6
59,142,7.82,2,18.16
38,127,8.8,6,28.06
48,134,7.21,10,33.47
33,81,5.41,14,37.02
21,102,9.19,6,27.46
39,127,9.72,3,22.05
54,94,8.62,2,18.03
24,130,7.04,2,16.94
23,103,9.3,1,18.06
30,99,8.16,8,30.22
48,135,5.01,14,38.57
54,117,9.68,1,18.03
59,104,7.31,1,14.87
39,131,5.87,6,22.65
56,130,5.92,9,28.77
23,126,6.71,9,30.48
43,147,5.21,0,9.54
37,159,6.53,7,25.74
27,143,5.46,7,23.92
46,122,6.01,0,11.1
38,150,5.09,6,22.23
26,136,8.41,4,23.19
51,118,7.88,12,38.16
49,108,5.46,12,34.93
29,105,8.88,9,33.65
55,93,8.44,14,42.69
37,143,5.77,13,36.17
32,126,5.21,13,35.57
56,99,5.68,7,25.28
44,86,5.58,14,38.39
30,153,8.05,2,18.14
50,146,5.26,13,36.08
49,132,6.55,14,40.05
59,144,6.8,6,25.27
30,109,5.43,9,27.88
59,145,6.72,0,12.25
48,94,7.83,10,33.83
38,154,6.61,6,24.14
37,149,9.65,9,34.07
31,149,6.43,10,30.6
21,136,8.25,14,40.45
37,104,7.69,1,15.31
56,102,6.88,0,12.78
56,91,9.84,5,27.25
29,127,9.29,5,26.01
48,89,6.0,2,15.12
53,96,9.86,3,23.27
23,131,5.1,14,37.37
28,81,5.05,10,29.06
26,139,5.48,9,27.96
26,136,6.78,3,18.39
49,152,6.82,5,22.12
57,126,5.28,0,10.42
32,150,8.72,1,17.58
29,92,6.6,8,28.09
39,153,9.74,8,32.85
37,101,9.99,2,21.09
52,107,8.45,13,40.39
55,134,5.58,13,36.78
34,129,7.59,3,19.59
36,157,8.92,13,42.09
41,98,9.59,4,23.99
32,80,7.13,0,12.57
44,147,5.0,3,15.36
54,135,7.03,3,19.03
28,93,7.86,12,36.6
41,143,5.56,4,18.27
28,148,8.23,9,32.22
48,101,7.81,8,30.56
36,123,7.39,14,41.85
30,128,7.71,5,22.97
35,115,5.15,13,35.17
24,148,8.76,4,22.65
46,113,8.49,12,38.73
35,116,6.0,5,20.47
56,130,5.38,6,21.63
52,116,6.96,5,21.82
58,104,8.79,2,18.4
24,84,6.98,7,25.58
29,87,8.61,8,30.36
55,132,8.88,6,27.74
48,106,5.23,9,27.36
57,140,6.98,6,24.67
29,144,9.94,11,39.51
22,150,5.13,0,10.31
23,124,9.47,7,30.75
25,82,5.58,4,17.45
30,140,8.05,8,29.59
48,129,9.75,2,20.67
35,127,8.08,12,38.75
34,152,5.95,11,33.21
43,126,6.04,1,12.36
33,93,5.15,10,29.85
36,98,6.78,2,16.43
50,141,7.92,10,34.34
28,85,9.05,1,17.2
37,86,7.91,4,22.01
50,92,9.56,2,20.0
37,125,8.46,7,29.78
55,112,7.76,2,18.32
21,120,6.03,9,28.7
44,152,8.93,8,31.85
45,158,6.51,6,24.03
22,148,6.6,1,13.82
45,108,5.53,5,20.83
34,86,5.25,13,35.84
59,133,7.28,6,25.06
53,90,5.61,6,22.83
37,121,6.69,3,18.41
51,84,9.19,11,36.91
30,126,6.65,5,22.31
26,81,8.1,12,37.84
59,122,9.25,6,28.99
45,83,5.75,5,19.81
58,142,9.73,11,38.79
57,138,7.8,2,18.07
50,109,8.68,7,29.11
54,81,9.29,5,24.18
38,153,8.9,9,34.03
44,122,6.21,11,32.79
47,97,6.26,10,30.91
47,103,5.89,14,38.45
59,116,5.98,4,18.82
41,109,9.02,1,17.74
39,148,7.8,1,14.8
59,138,5.64,0,10.87
43,102,6.55,14,39.75
59,109,5.39,4,18.81
35,147,9.14,13,42.38
22,120,8.08,3,20.36
55,130,5.82,4,18.98
40,146,9.19,5,25.53
48,94,9.48,3,21.97
35,135,8.53,10,34.46
36,144,7.49,9,31.02
53,153,8.86,12,40.27
32,134,6.92,5,22.75
59,155,7.24,10,34.74
59,144,7.15,2,17.52
40,81,9.88,10,35.78
49,90,6.65,4,19.74
23,155,7.48,13,38.62
25,121,9.43,4,23.72
22,82,5.43,14,37.72
43,120,6.45,12,35.85
46,128,8.76,12,38.97
46,116,8.69,14,42.3
27,86,7.78,12,36.59
30,117,8.47,1,16.14
25,137,6.42,6,23.85
32,84,8.24,0,13.53
52,140,5.24,4,18.76
51,156,9.93,9,35.09
42,118,8.2,14,42.74
37,107,5.9,3,16.78
40,136,8.61,3,21.23
40,81,8.2,1,16.32
28,149,9.82,1,18.47
54,158,6.44,5,22.6
43,107,5.28,11,32.79
58,116,5.92,11,32.64
48,134,7.09,4,20.99
33,80,6.19,5,20.18
49,82,8.72,6,26.34
28,150,5.24,6,21.99
31,93,5.64,0,10.34
38,127,6.54,8,28.53
45,116,7.8,7,28.2
42,82,6.46,10,31.47
55,128,7.81,7,28.29
49,135,6.56,3,18.19
41,139,8.8,0,15.47
27,92,8.71,5,23.65
32,132,8.95,6,27.22
56,129,9.78,8,33.94
44,98,9.13,12,39.47
52,105,9.14,12,40.05
47,132,6.91,14,40.1
52,136,6.56,1,14.3
52,117,6.11,13,36.73
52,88,7.22,4,20.75
46,125,6.88,3,18.93
31,83,6.11,4,18.97
38,150,5.01,9,27.14
59,129,7.28,4,21.02
25,149,9.9,14,44.73
36,84,8.65,13,40.08
31,149,9.7,3,22.17
55,113,7.5,13,38.93
31,144,9.93,14,44.94
43,97,6.0,14,38.98
54,106,7.76,4,21.25
37,89,6.3,12,34.92
30,81,6.14,2,13.8
38,140,9.68,12,40.98
28,101,7.88,5,23.41
46,89,5.42,6,21.55
23,138,6.84,10,32.19
44,91,9.19,11,37.82
23,142,5.47,9,27.83
58,94,5.11,9,27.07
22,142,9.23,8,31.37
55,144,8.41,10,35.2
37,117,5.35,13,35.56
29,85,5.92,6,22.66
56,85,5.35,7,24.62
42,117,5.35,0,10.14
51,127,9.5,5,27.2
54,94,8.77,10,34.95
44,151,7.56,6,26.12
29,108,6.59,14,39.86
22,81,8.06,11,35.83
41,154,6.43,4,20.66
54,152,5.71,14,38.43
47,95,7.43,10,33.01
57,137,9.23,10,35.74
27,113,8.42,2,17.93
42,122,8.92,0,15.39
24,103,5.89,9,29.23
34,104,9.81,1,19.11
54,120,5.38,9,27.94
43,112,7.55,11,35.58
45,122,6.86,14,41.55
21,96,7.96,14,40.72
35,86,9.7,10,36.8
52,138,5.55,9,28.4
34,106,5.66,10,30.38
41,115,6.67,13,38.23
27,98,8.21,12,38.24
56,94,5.73,1,12.95
41,149,5.65,1,12.26
32,136,8.96,13,41.42
35,148,8.97,6,27.24
35,132,8.4,9,32.7
37,148,7.05,5,23.02
54,81,7.87,10,34.28
55,97,8.08,12,37.51
59,111,8.4,11,36.83
58,108,6.17,13,38.37
34,128,7.58,11,34.65
25,159,9.99,13,43.02
50,154,5.88,10,30.93
24,139,5.39,0,10.52
35,107,5.35,9,28.0
59,106,8.34,13,40.11
55,87,9.07,1,17.36
30,151,6.19,4,18.63
22,102,5.17,10,29.97
44,111,8.57,1,17.55
48,94,8.74,9,33.23
42,147,6.32,2,14.91
52,119,5.07,0,10.31
51,136,9.0,12,39.3
39,126,6.81,10,31.74
41,89,7.6,1,15.04
23,135,9.5,1,18.4
26,131,6.03,0,10.61
52,142,5.65,8,26.47
22,130,7.91,7,27.61
44,158,8.33,5,25.14
47,149,6.97,6,23.95
29,88,5.16,12,32.82
33,120,5.45,8,26.82
34,119,6.34,10,31.6
31,95,6.1,0,11.56
34,104,6.57,5,21.89
36,89,7.69,4,21.56
30,109,5.28,3,16.63
40,88,6.13,11,32.68
36,119,9.0,0,15.17
54,136,5.84,5,21.55
36,125,6.5,10,31.52
34,86,7.29,7,25.72
48,122,5.81,13,37.27
38,127,8.79,8,30.96
46,155,5.14,7,24.47
58,136,7.14,14,41.84
27,96,7.73,1,14.68
54,104,5.62,13,37.02
27,86,8.44,0,14.49
53,134,5.49,13,37.56
55,98,7.78,5,23.76
59,111,9.49,6,28.26
41,111,5.83,12,34.78
48,105,7.85,14,42.43
52,151,9.12,7,30.93
36,101,6.08,9,28.35
30,134,5.09,4,17.39
43,136,5.11,13,35.93
35,87,6.22,4,18.59
26,125,8.58,1,16.43
53,84,6.7,4,19.82
59,91,7.4,8,29.92
32,106,5.29,5,19.33
56,90,9.41,13,42.89
51,115,7.05,3,18.72
30,131,8.94,8,31.18
54,81,5.08,0,9.61
30,153,8.5,11,36.42
31,150,7.51,12,37.18
34,91,6.3,0,11.25
23,134,8.58,6,25.91
53,159,7.45,10,33.33
27,110,8.01,13,40.26
24,111,8.67,5,24.14
59,143,5.45,13,36.81
30,138,8.45,7,28.17
35,104,7.14,3,19.39
36,148,9.65,12,41.44
58,147,9.39,3,22.44
24,123,8.76,12,39.3
24,122,8.67,11,36.45
56,94,9.42,9,34.8
47,92,8.98,6,27.42
42,148,9.81,11,38.6
42,149,9.32,3,22.77
37,124,6.65,10,32.24
54,104,8.49,3,20.65
52,104,9.33,0,15.54
26,89,9.05,13,40.9
53,141,8.11,5,24.64
28,91,7.52,4,20.36
56,146,5.42,2,14.18
25,108,6.6,14,39.36
25,122,8.03,9,30.77
30,116,7.89,10,33.7
27,148,8.75,5,24.99
32,90,9.38,8,30.83
50,119,7.81,14,41.5
45,142,8.21,12,38.61
48,101,7.13,2,16.34
33,94,5.29,4,17.44
42,88,6.64,3,18.02
38,149,7.7,1,15.59
47,143,7.46,1,16.15
28,85,7.82,2,17.01
26,122,8.13,10,34.21
31,99,5.35,0,10.05
49,122,5.06,8,25.48
25,141,6.14,1,13.94
27,146,7.69,12,37.59
42,131,6.7,2,15.54
24,153,7.91,2,17.42
52,105,8.19,6,25.97
39,110,5.87,11,32.52
53,134,7.94,14,42.11
21,147,9.98,4,24.07
28,136,9.81,2,20.66
52,103,6.77,2,16.86
50,144,6.02,5,21.75
48,105,9.53,12,40.76
52,128,8.76,14,42.94
45,117,6.18,10,30.93
54,115,6.66,4,19.73
53,133,7.15,13,39.37
33,88,6.95,8,27.08
45,121,8.07,12,38.94
59,103,8.62,3,20.29
30,119,9.5,9,33.0
51,87,5.88,14,38.03
31,133,6.83,12,35.95
45,90,8.75,11,36.03
54,156,8.48,11,36.41
40,135,9.49,6,28.78
27,108,8.55,5,24.11
53,121,5.58,2,13.87
55,85,8.6,11,36.68
49,82,5.15,7,23.04
32,153,7.81,11,36.1
25,144,8.35,0,14.64
32,91,9.13,9,33.63
49,115,8.0,14,42.55
55,135,8.18,6,26.15
40,131,5.76,14,38.18
57,111,5.31,8,25.98
21,135,5.51,6,21.63
36,90,6.15,9,28.43
50,80,7.23,0,12.23
29,85,6.96,9,29.52
30,158,6.51,13,37.95
33,153,9.44,13,42.76
40,103,5.44,0,10.49
49,151,5.72,12,34.61
24,103,7.17,9,30.8
48,156,5.65,5,21.73
57,88,5.78,12,33.91
33,138,9.84,6,29.21
23,149,7.47,10,33.1
57,102,5.52,5,19.67
39,96,5.26,11,31.78
48,104,8.67,6,27.57
39,117,6.92,14,40.43
37,82,6.42,13,36.97
38,146,8.44,10,34.86
38,93,8.49,7,29.28
43,89,6.8,12,35.92
29,145,9.75,11,38.7
49,150,7.0,5,22.66
49,93,6.9,9,30.96
22,89,8.89,2,17.89
37,128,9.08,2,20.06
51,141,6.44,12,35.35
48,127,8.45,12,39.06
59,82,8.2,4,22.08
50,126,5.17,3,15.38
55,139,5.98,6,24.22
40,104,5.5,11,32.03
36,86,9.43,11,36.86
54,156,9.78,6,29.21
34,118,9.12,6,26.49
46,122,6.56,8,27.6
40,125,9.3,1,18.46
44,122,5.29,5,19.8
38,108,8.43,3,19.88
29,145,5.62,10,30.16
39,148,5.06,9,28.14
40,106,5.88,5,21.1
50,82,9.82,2,20.48
46,135,8.77,1,17.09
51,143,7.59,13,39.94
55,100,9.68,3,22.09
23,103,7.08,6,24.33
49,99,5.2,5,19.21
26,131,7.97,13,39.25
21,92,9.14,3,21.18
44,149,6.43,0,12.41
58,122,6.59,12,36.01
54,157,8.36,3,21.89
27,116,9.02,10,35.71
31,109,7.17,2,16.31
31,94,5.44,12,33.45
56,154,8.73,12,39.83
40,104,7.13,2,16.05
36,117,9.55,3,23.17
25,122,6.27,4,19.32
44,109,7.32,13,39.67
50,119,8.54,11,36.57
50,138,6.23,8,28.52
59,102,6.13,10,31.38
57,123,8.64,10,35.86
53,80,5.9,10,31.24
40,157,5.6,8,27.47
42,120,6.29,7,25.89
41,141,9.1,10,35.81
57,139,9.32,0,16.79
47,159,5.52,2,14.6
58,89,5.55,8,26.26
55,152,9.19,13,42.54
58,157,9.73,8,32.46
26,145,7.4,5,23.6
52,136,9.25,10,35.97
36,121,9.45,7,29.41
48,133,6.8,14,40.32
36,121,7.52,5,23.68
47,145,7.86,14,42.16
23,149,8.87,8,30.42
41,90,7.3,5,23.56
58,146,7.54,9,31.76
58,90,5.37,14,37.37
50,83,5.27,13,35.24
42,158,8.7,6,26.56
39,158,7.41,8,29.89
51,128,5.45,0,9.88
40,101,6.2,3,16.58
39,116,8.39,9,33.83
22,89,7.52,11,34.4
59,99,8.97,12,39.35
47,152,6.97,5,23.12
28,129,5.58,1,11.21
47,110,6.34,7,26.17
35,123,5.55,11,32.11
32,110,7.4,12,37.12
34,154,7.37,0,13.25
27,120,5.37,11,32.19
37,83,5.96,1,12.22
46,93,9.85,2,20.75
57,125,9.92,11,40.27
40,133,6.71,7,25.31
30,112,5.72,10,31.66
39,109,5.94,4,19.28
38,88,5.41,6,21.58
50,117,5.43,9,27.58
50,122,5.96,14,38.27
45,86,7.35,8,28.17
44,119,8.56,6,27.12
30,141,5.79,5,20.48
22,134,7.08,8,28.58
58,114,5.43,12,34.8
52,122,8.11,14,42.6
55,90,7.15,5,21.95
57,81,9.0,13,41.52
27,158,9.41,3,22.29
27,158,6.22,7,24.71
47,84,7.0,11,33.1
30,119,7.49,5,23.09
53,159,9.98,2,21.67
27,125,9.58,2,20.01
26,100,9.85,2,19.94
26,88,7.32,6,23.24
33,150,10.0,6,29.19
33,106,5.16,2,13.6
22,96,9.84,0,16.09
39,145,5.96,5,21.74
39,105,9.89,5,26.21
58,151,7.27,1,15.57
22,124,7.9,14,41.76
46,134,9.54,1,18.96
26,119,9.92,8,32.21
40,95,5.86,14,38.46
43,111,8.04,10,34.33
35,114,8.46,9,32.37
26,143,8.54,3,21.49
48,143,6.05,0,10.81
55,94,5.35,11,32.14
31,121,6.88,1,14.24
28,129,9.06,12,38.8
44,111,9.85,5,26.77
41,109,7.22,11,34.6
56,103,9.57,7,30.32
27,145,8.61,1,16.28
25,100,5.59,3,15.59
49,121,6.73,9,30.76
36,159,8.72,8,31.55
26,137,7.24,5,21.37
34,81,8.28,8,29.9
22,95,8.8,2,18.91
45,86,9.9,2,20.04
51,134,9.59,5,26.05
33,94,6.72,9,29.76
38,102,9.01,3,21.41
37,148,6.86,2,15.78
48,80,8.23,2,18.42
32,148,5.31,0,10.08
55,92,8.92,13,40.9
42,105,9.96,8,32.72
59,131,7.69,4,22.32
21,92,9.66,14,43.19
57,134,9.36,0,16.01
41,108,5.06,12,34.67
21,97,5.45,14,37.87
24,81,7.18,10,32.05
52,106,6.32,11,32.59
21,129,7.01,5,21.74
33,121,7.55,8,29.48
37,146,7.39,6,24.12
32,89,5.81,6,22.76
27,88,5.74,13,35.27
23,82,7.07,2,16.32
46,117,8.45,0,15.57
51,154,7.96,2,18.95
56,149,5.43,6,22.48
46,148,6.41,6,24.22
23,109,7.07,12,36.53
48,93,6.66,1,13.76
37,81,7.23,1,14.12
58,87,7.19,4,21.3
50,153,9.16,9,34.28
22,97,9.17,7,28.67
28,150,9.7,6,28.06
34,92,7.62,11,35.17
57,125,6.38,5,21.69
55,133,8.46,7,29.46
59,91,8.82,11,37.38
31,119,6.74,12,35.45
35,117,9.12,11,37.18
22,91,8.47,4,21.4
57,146,9.85,12,41.66
52,104,6.73,1,14.27
33,114,9.61,2,20.49
37,95,6.74,5,22.84
35,124,9.33,3,21.87
53,92,6.64,3,17.92
36,103,9.54,14,44.23
33,155,5.08,2,13.2
42,81,7.03,4,19.59
43,89,5.25,12,33.47
56,98,7.04,14,39.84
30,103,7.11,14,40.47
37,140,9.54,5,26.52
50,84,9.0,9,32.83
33,159,6.33,1,13.06
50,113,9.18,2,19.13
50,143,5.91,1,13.74
27,91,8.46,12,37.45
30,138,6.39,0,11.35
55,100,9.83,2,20.47
22,157,9.67,0,16.61
50,126,6.51,13,38.47
39,132,5.15,3,15.52
59,152,8.24,0,15.98
57,118,5.81,13,37.05
23,110,5.59,7,23.85
45,157,9.54,11,38.41
54,125,7.82,5,24.03
42,136,9.67,5,27.17
58,116,6.32,6,24.75
34,106,6.66,6,23.83
59,108,9.68,2,20.24
22,97,7.23,5,22.17
52,83,6.17,2,13.74
23,80,7.08,0,12.33
28,103,6.76,7,25.9
46,121,8.94,9,33.71
52,139,7.06,0,12.48
31,103,5.39,12,32.84
21,135,8.03,12,37.48
35,148,9.44,5,25.91
24,97,9.56,5,25.55
24,144,7.41,2,17.46
48,89,5.07,1,11.68
30,96,8.0,1,16.71
31,137,7.34,3,18.43
43,114,9.71,4,24.7
23,83,9.43,5,25.48
59,123,9.5,3,23.2
59,154,8.91,14,44.88
37,146,6.25,12,34.45
42,107,7.88,0,14.01
47,90,9.23,14,44.5
36,82,8.93,14,42.63
36,82,9.12,10,35.36
23,104,7.39,14,40.67
53,155,6.33,7,25.15
22,91,5.32,3,15.72
59,128,6.39,9,30.77
47,135,5.1,2,14.61
35,132,6.63,7,25.98
27,89,9.76,7,30.4
29,98,6.34,7,26.04
26,126,9.65,2,20.14
32,133,9.86,6,28.19
50,86,5.51,7,24.21
40,118,9.06,3,21.24
40,111,9.74,3,22.81
47,102,6.05,10,32.11
40,129,6.93,1,14.99
27,98,9.19,10,35.55
50,146,5.7,0,11.38
28,104,7.8,0,12.85
22,104,6.21,14,38.91
34,85,8.83,14,42.29
30,94,8.09,0,13.25
38,142,8.09,6,26.37
38,99,9.58,11,37.25
36,122,8.36,2,17.49
25,146,5.74,0,11.7
51,83,5.87,4,18.69
57,85,6.37,5,21.77
40,138,5.19,0,10.42
43,131,6.83,12,36.53
52,98,6.91,11,34.75
37,105,8.55,1,16.77
33,127,6.64,2,16.43
33,134,9.28,2,20.27
37,138,6.92,0,12.86
35,153,10.0,0,17.56
46,117,7.38,3,18.54
48,84,9.44,10,35.81
50,121,6.1,8,27.14
55,114,5.02,2,14.2
42,148,7.57,11,36.2
30,82,7.57,0,13.07
31,120,9.77,2,19.91
58,111,5.98,11,33.16
53,115,5.99,6,22.74
26,109,7.1,6,24.63
57,118,7.59,14,42.34
27,139,8.21,13,39.9
32,135,6.47,8,27.86
27,155,6.32,7,25.94
22,137,9.2,11,37.53
21,105,7.48,12,36.88
43,158,9.66,1,19.36
45,84,8.42,0,14.12
38,135,5.31,4,18.13
27,112,5.54,11,31.93
23,88,9.35,0,16.2
49,111,6.05,14,38.54
30,156,5.84,12,34.45
25,107,9.44,0,16.04
54,102,9.77,7,30.19
28,148,8.26,14,42.3
34,141,5.51,10,30.11
26,127,5.11,8,26.37
21,145,7.99,1,16.15
53,141,5.29,0,9.9
31,148,7.74,13,40.23
44,135,7.01,1,15.24
30,153,5.16,11,31.55
43,115,9.77,0,16.57
36,115,5.04,4,18.13
57,135,6.77,13,38.7
36,86,9.03,10,33.3
51,111,9.87,3,21.97
26,80,5.23,8,23.82
50,137,9.75,9,34.86
57,99,6.68,13,38.19
21,113,5.79,11,32.55
45,130,9.12,14,44.11
41,115,8.21,7,27.83
55,105,5.5,7,24.42
58,112,8.09,11,36.43
25,80,9.08,11,36.72
32,146,7.74,5,24.63
25,129,6.71,4,19.28
29,114,6.07,10,30.97
29,114,8.75,14,42.34
55,138,7.0,2,16.25
21,156,9.16,0,15.07
30,92,8.82,11,36.86
59,101,8.76,4,22.58
56,135,8.97,9,33.29
57,84,7.78,10,34.09
55,122,8.9,0,15.8
37,153,9.39,12,40.89
33,134,6.5,5,21.57
26,94,6.26,12,34.96
57,121,7.29,7,27.27
52,88,7.76,0,13.46
31,150,5.14,13,36.13
37,136,5.91,2,14.36
25,89,5.11,2,12.79
26,143,7.81,2,18.41
30,120,8.86,2,18.78
53,92,9.13,6,28.59
50,95,7.79,5,23.54
41,151,5.21,7,24.66
37,139,7.95,14,41.89
47,110,7.0,8,27.78
23,134,9.24,1,18.02
49,150,7.03,1,14.9
22,113,8.59,7,29.26
49,83,5.97,8,27.08
56,134,9.62,2,20.68
54,145,6.48,12,36.68
57,138,5.03,3,15.24
21,120,5.41,0,9.81
46,145,6.15,7,26.07
21,126,5.83,7,24.2
24,106,5.95,7,24.21
59,158,7.9,11,35.68
34,100,7.37,10,33.45
38,90,8.56,1,16.51
54,101,8.95,7,29.69
21,102,7.58,8,29.09
42,144,7.96,13,40.47
36,138,8.88,3,21.76
42,155,5.45,4,19.12
36,149,7.17,11,35.22
48,107,7.64,11,34.96
48,104,7.99,6,25.58
42,80,7.71,3,18.96
26,111,6.75,7,25.38
45,108,6.44,10,31.99
22,99,7.2,4,20.05
27,125,5.33,14,38.16
37,156,7.36,0,12.91
55,136,9.83,8,34.06
40,91,5.27,7,23.29
22,151,5.76,3,16.42
27,118,8.15,3,20.53
52,87,8.54,10,34.82
39,107,7.38,2,16.74
32,110,9.58,6,28.07
29,94,7.41,5,22.7
47,139,5.55,11,32.41
34,118,7.39,1,14.55
22,159,7.57,13,39.47
41,100,7.14,12,35.67
24,87,9.57,11,36.69
41,121,7.4,10,32.62
42,138,8.46,8,31.16
22,158,7.54,9,31.27
37,157,8.63,0,16.23
39,99,5.54,4,18.94
44,140,9.72,4,24.38
40,90,8.06,11,35.11
58,111,6.54,14,39.48
32,83,6.17,2,15.38
45,108,8.69,2,19.81
43,84,6.34,4,19.76
54,155,7.24,12,37.52
52,118,8.08,14,42.26
44,102,9.29,7,29.85
45,95,9.15,9,33.55
23,129,8.34,9,31.98
45,90,6.32,13,37.49
48,151,5.81,10,30.67
32,127,7.73,2,17.65
46,113,9.41,9,34.14
28,100,7.04,9,30.69
25,142,8.68,1,17.45
31,96,9.16,5,24.95
55,113,6.31,12,35.41
47,130,9.82,12,41.56
58,146,6.28,8,28.18
39,103,7.95,5,24.1
52,101,8.34,1,16.46
48,89,7.77,1,14.68
56,84,8.11,3,20.54
38,110,6.06,5,20.9
30,103,5.72,7,24.69
52,90,5.08,13,35.72
38,130,8.04,4,22.92
32,127,9.62,11,39.13
28,157,8.4,12,38.23
53,83,8.26,1,15.93
58,87,7.66,12,37.71
34,86,8.09,6,25.9
22,111,8.62,9,31.87
29,101,5.76,10,30.6
25,115,8.65,7,28.98
54,108,5.78,8,26.49
39,147,6.47,7,26.77
27,140,6.7,4,19.56
59,132,6.43,5,22.76
37,151,7.62,9,31.28
46,94,7.78,14,42.28
47,127,9.1,8,30.47
48,133,7.89,2,18.75
40,147,9.98,10,38.1
26,148,8.47,3,21.05
28,143,8.65,9,32.41
52,145,9.99,1,19.62
39,129,6.17,0,10.71
52,151,8.23,6,26.93
39,126,9.44,14,44.24
44,147,9.84,13,43.36
44,92,7.23,14,40.5
37,93,7.15,11,33.61
38,88,5.47,5,20.04
32,107,9.52,10,35.72
43,117,9.68,4,23.78
38,91,9.42,3,21.77
36,92,6.13,3,17.22
36,100,6.51,13,37.75
56,134,9.74,0,16.93
43,117,8.07,6,26.2
42,131,8.16,14,42.86
59,105,7.09,7,26.1
53,101,8.08,11,36.39
44,130,5.8,14,38.46
40,151,9.75,8,32.99
53,116,9.73,9,35.87
51,124,9.29,8,33.11
28,156,6.28,1,13.46
30,116,9.38,9,34.33
21,93,8.5,7,27.56
41,97,6.23,3,17.31
45,86,9.18,5,25.34
52,153,5.45,9,29.07
30,139,8.59,6,26.41
29,137,9.99,3,23.02
